loan_id,reporting_date,product_type,origination_date,original_amount,outstanding_balance,credit_score_origination,credit_score_current,days_past_due,interest_rate,industry_sector,geography,pd_12m,pd_lifetime,lgd,ifrs9_stage,ecl_amount,ecl_rate,credit_band,vintage_year
LN0001849,2024-12-31,Credit Card,2023-05-11,9257.28,5272.51,534,535,0,19.42,N/A,West,0.15,0.45,0.7293,2,1730.36,32.8185,Very Poor (<600),2023
LN0004432,2024-12-31,Personal Loan,2023-05-19,12771.66,8567.33,586,579,0,9.83,N/A,East,0.12,0.36,0.5599,2,1726.87,20.1565,Very Poor (<600),2023
LN0002764,2024-12-31,Personal Loan,2022-01-17,20828.46,7290.29,442,415,0,10.89,N/A,South,0.12,0.36,0.6568,2,1723.77,23.6447,Very Poor (<600),2022
LN0000524,2024-12-31,Credit Card,2023-02-21,8754.71,5385.33,457,422,0,19.44,N/A,South,0.15,0.45,0.7103,2,1721.34,31.9635,Very Poor (<600),2023
LN0002154,2024-12-31,Credit Card,2023-10-11,6608.14,4855.9,532,590,0,18.65,N/A,Central,0.15,0.45,0.7865,2,1718.62,35.3924,Very Poor (<600),2023
LN0000956,2024-12-31,Personal Loan,2020-07-08,14095.87,3871.32,582,586,30,9.94,N/A,Central,0.24,0.72,0.6147,2,1713.38,44.2583,Very Poor (<600),2020
LN0003551,2024-12-31,Credit Card,2021-08-15,8784.57,2372.11,643,607,90,18.47,N/A,East,0.3,0.9,0.7999,2,1707.71,71.9912,Poor (600-649),2021
LN0003049,2024-12-31,Personal Loan,2020-06-21,30169.05,8359.9,617,583,0,9.56,N/A,South,0.12,0.36,0.5659,2,1703.11,20.3724,Very Poor (<600),2020
LN0004178,2024-12-31,Credit Card,2023-05-12,4170.7,2650.17,614,613,60,18.85,N/A,West,0.3,0.9,0.7106,2,1694.89,63.954,Poor (600-649),2023
LN0004476,2024-12-31,Personal Loan,2023-01-25,7454.69,4225.92,608,624,90,9.79,N/A,South,0.24,0.72,0.5567,2,1693.85,40.0824,Poor (600-649),2023
LN0001422,2024-12-31,Personal Loan,2023-06-01,21834.78,13504.39,597,623,0,10.06,N/A,North,0.06,0.18,0.694,2,1686.97,12.492,Poor (600-649),2023
LN0002279,2024-12-31,Auto Loan,2022-04-10,38825.25,16640.98,531,495,0,7.24,N/A,South,0.09,0.27,0.3754,2,1686.7,10.1358,Very Poor (<600),2022
LN0003124,2024-12-31,Personal Loan,2023-05-03,11814.0,7082.2,633,638,30,9.63,N/A,East,0.12,0.36,0.6608,2,1684.77,23.7888,Poor (600-649),2023
LN0004879,2024-12-31,Personal Loan,2022-01-05,25378.77,8611.24,618,567,0,9.49,N/A,East,0.12,0.36,0.5428,2,1682.71,19.5409,Very Poor (<600),2022
LN0003494,2024-12-31,Credit Card,2021-11-08,8597.0,2754.35,536,541,30,18.61,N/A,South,0.3,0.9,0.6781,2,1680.95,61.0289,Very Poor (<600),2021
LN0003493,2024-12-31,Credit Card,2022-05-21,10451.07,4744.12,602,647,30,19.17,N/A,North,0.15,0.45,0.7866,2,1679.28,35.3971,Poor (600-649),2022
LN0002210,2024-12-31,Credit Card,2023-12-04,13668.2,10023.34,612,644,0,18.68,N/A,North,0.075,0.225,0.7418,2,1672.95,16.6905,Poor (600-649),2023
LN0004146,2024-12-31,Auto Loan,2020-03-20,33317.12,9816.98,562,558,30,6.96,N/A,North,0.18,0.54,0.3152,2,1670.93,17.0208,Very Poor (<600),2020
LN0003161,2024-12-31,Personal Loan,2023-02-06,15694.22,8625.16,581,582,0,10.17,N/A,East,0.12,0.36,0.537,2,1667.42,19.332,Very Poor (<600),2023
LN0004646,2024-12-31,Auto Loan,2022-09-04,34092.74,15512.25,525,552,0,7.67,N/A,Central,0.09,0.27,0.3974,2,1664.43,10.7298,Very Poor (<600),2022
LN0001853,2024-12-31,Credit Card,2022-04-19,5802.48,2260.67,636,527,120,19.03,N/A,West,1.0,1.0,0.7357,3,1663.17,73.5698,Very Poor (<600),2022
LN0002273,2024-12-31,Personal Loan,2021-01-17,23666.26,6708.72,626,646,30,9.48,N/A,North,0.12,0.36,0.6881,2,1661.86,24.7716,Poor (600-649),2021
LN0001569,2024-12-31,Auto Loan,2020-02-25,31131.54,8002.29,613,640,90,7.61,N/A,Central,0.18,0.54,0.3824,2,1652.44,20.6496,Poor (600-649),2020
LN0003772,2024-12-31,Credit Card,2023-05-21,18328.14,11483.04,704,638,0,18.18,N/A,North,0.075,0.225,0.634,2,1638.06,14.265,Poor (600-649),2023
LN0003020,2024-12-31,Auto Loan,2020-05-21,21513.04,6301.23,531,524,60,8.04,N/A,North,0.36,1.0,0.2598,2,1637.06,25.98,Very Poor (<600),2020
LN0003662,2024-12-31,Personal Loan,2022-12-11,30917.89,15715.29,663,672,30,9.59,N/A,East,0.06,0.18,0.5782,2,1635.58,10.4076,Fair (650-699),2022
LN0002705,2024-12-31,Auto Loan,2022-10-03,28343.03,15270.81,575,551,0,7.18,N/A,South,0.09,0.27,0.3948,2,1627.81,10.6596,Very Poor (<600),2022
LN0000610,2024-12-31,Auto Loan,2023-07-19,25145.01,15129.1,497,480,0,7.55,N/A,South,0.09,0.27,0.3957,2,1616.38,10.6839,Very Poor (<600),2023
LN0002887,2024-12-31,Personal Loan,2023-11-14,9960.19,6918.39,544,531,0,9.83,N/A,West,0.12,0.36,0.6486,2,1615.42,23.3497,Very Poor (<600),2023
LN0000429,2024-12-31,Personal Loan,2021-03-07,25254.35,7349.2,605,575,0,9.36,N/A,Central,0.12,0.36,0.6094,2,1612.3,21.9384,Very Poor (<600),2021
LN0003636,2024-12-31,Personal Loan,2021-10-09,19138.37,6414.97,611,609,30,9.46,N/A,North,0.12,0.36,0.6958,2,1606.87,25.0488,Poor (600-649),2021
LN0004423,2024-12-31,Personal Loan,2023-02-04,11900.27,6553.99,542,511,0,9.62,N/A,East,0.12,0.36,0.6804,2,1605.36,24.4944,Very Poor (<600),2023
LN0000982,2024-12-31,Auto Loan,2023-10-27,24499.14,15987.31,653,642,30,6.81,N/A,East,0.09,0.27,0.3712,2,1602.31,10.0224,Poor (600-649),2023
LN0004255,2024-12-31,Mortgage,2020-02-27,153511.32,45527.33,698,704,180,5.23,N/A,North,0.056,0.168,0.2091,3,1599.32,3.5129,Good (700-749),2020
LN0004927,2024-12-31,Personal Loan,2022-10-10,17792.87,8603.28,569,572,0,10.0,N/A,South,0.12,0.36,0.5108,2,1582.04,18.3888,Very Poor (<600),2022
LN0001829,2024-12-31,Auto Loan,2023-06-03,25011.21,14994.0,638,565,0,7.08,N/A,North,0.09,0.27,0.3905,2,1580.89,10.5435,Very Poor (<600),2023
LN0003096,2024-12-31,Auto Loan,2021-10-21,45642.31,15526.0,486,475,0,7.92,N/A,Central,0.09,0.27,0.3747,2,1570.75,10.1169,Very Poor (<600),2021
LN0002747,2024-12-31,Personal Loan,2022-01-20,11281.2,3875.79,616,636,90,9.88,N/A,West,0.24,0.72,0.5585,2,1558.53,40.2119,Poor (600-649),2022
LN0000775,2024-12-31,Auto Loan,2023-08-22,23335.43,15028.85,527,531,0,7.53,N/A,West,0.09,0.27,0.3826,2,1552.51,10.3302,Very Poor (<600),2023
LN0003490,2024-12-31,Personal Loan,2023-12-05,11844.95,8098.32,541,570,0,9.84,N/A,South,0.12,0.36,0.5294,2,1543.41,19.0584,Very Poor (<600),2023
LN0002058,2024-12-31,Personal Loan,2020-12-01,22717.83,6365.73,557,561,0,9.58,N/A,Central,0.12,0.36,0.6677,2,1530.14,24.0371,Very Poor (<600),2020
LN0003820,2024-12-31,Personal Loan,2020-12-27,21126.42,6044.76,703,698,60,9.52,N/A,Central,0.12,0.36,0.6991,2,1521.32,25.1676,Fair (650-699),2020
LN0002774,2024-12-31,Personal Loan,2023-06-03,11838.92,7449.1,606,563,0,9.95,N/A,North,0.12,0.36,0.5643,2,1513.27,20.3148,Very Poor (<600),2023
LN0002845,2024-12-31,Personal Loan,2020-08-27,21710.58,6093.31,519,571,0,9.93,N/A,North,0.12,0.36,0.6855,2,1503.71,24.678,Very Poor (<600),2020
LN0001378,2024-12-31,Personal Loan,2023-03-09,24280.19,13702.33,692,695,30,9.64,N/A,Central,0.06,0.18,0.608,2,1499.58,10.944,Fair (650-699),2023
LN0004254,2024-12-31,Personal Loan,2023-03-09,19849.02,12216.11,591,605,0,9.42,N/A,East,0.06,0.18,0.6804,2,1496.13,12.2472,Poor (600-649),2023
LN0001376,2024-12-31,Credit Card,2023-01-16,5299.15,2751.3,719,656,120,17.92,N/A,East,0.3,0.9,0.6029,3,1492.88,54.2609,Fair (650-699),2023
LN0004502,2024-12-31,Personal Loan,2023-08-23,18565.83,13166.51,634,603,0,10.06,N/A,West,0.06,0.18,0.6245,2,1480.05,11.241,Poor (600-649),2023
LN0003321,2024-12-31,Personal Loan,2022-08-30,24355.0,12288.68,652,625,0,9.14,N/A,West,0.06,0.18,0.6681,2,1477.81,12.0258,Poor (600-649),2022
LN0002960,2024-12-31,Credit Card,2023-08-08,4245.53,2710.83,649,620,90,18.76,N/A,East,0.3,0.9,0.6045,2,1474.83,54.4051,Poor (600-649),2023
LN0002751,2024-12-31,Personal Loan,2020-07-21,14309.6,3971.66,552,534,30,9.95,N/A,Central,0.24,0.72,0.5155,2,1474.12,37.116,Very Poor (<600),2020
LN0003486,2024-12-31,Personal Loan,2021-09-22,23062.83,7502.75,623,570,0,9.81,N/A,West,0.12,0.36,0.5451,2,1472.31,19.6236,Very Poor (<600),2021
LN0001286,2024-12-31,Personal Loan,2023-09-07,19669.29,14162.22,649,624,0,9.13,N/A,East,0.06,0.18,0.576,2,1468.34,10.368,Poor (600-649),2023
LN0004335,2024-12-31,Personal Loan,2021-09-16,18634.75,6007.12,621,592,0,9.94,N/A,Central,0.12,0.36,0.6777,2,1465.57,24.3972,Very Poor (<600),2021
LN0002467,2024-12-31,Personal Loan,2021-05-10,24276.14,7146.35,658,643,30,9.83,N/A,Central,0.12,0.36,0.5693,2,1464.63,20.4948,Poor (600-649),2021
LN0004858,2024-12-31,Credit Card,2023-03-04,7760.92,4448.96,589,589,0,19.02,N/A,West,0.15,0.45,0.7307,2,1462.88,32.8814,Very Poor (<600),2023
LN0000862,2024-12-31,Personal Loan,2022-08-28,7416.98,3704.38,605,581,30,10.1,N/A,West,0.24,0.72,0.547,2,1458.93,39.3839,Very Poor (<600),2022
LN0001953,2024-12-31,Personal Loan,2022-01-24,18134.6,6315.2,498,545,0,9.88,N/A,West,0.12,0.36,0.636,2,1445.93,22.896,Very Poor (<600),2022
LN0004173,2024-12-31,Personal Loan,2020-12-08,24268.18,6259.36,604,586,0,9.88,N/A,West,0.12,0.36,0.6353,2,1431.57,22.8709,Very Poor (<600),2020
LN0000307,2024-12-31,Personal Loan,2021-11-25,23565.35,7469.62,605,593,0,9.71,N/A,East,0.12,0.36,0.5311,2,1428.16,19.1196,Very Poor (<600),2021
LN0004364,2024-12-31,Personal Loan,2021-02-10,49154.11,13134.55,628,624,0,9.88,N/A,Central,0.06,0.18,0.6019,2,1423.02,10.8342,Poor (600-649),2021
LN0000063,2024-12-31,Credit Card,2023-12-14,3815.8,2595.14,607,616,60,18.51,N/A,East,0.3,0.9,0.6092,2,1422.86,54.8279,Poor (600-649),2023
LN0000910,2024-12-31,Personal Loan,2023-07-31,8986.69,5846.93,604,572,0,9.43,N/A,North,0.12,0.36,0.6755,2,1421.86,24.3181,Very Poor (<600),2023
LN0004387,2024-12-31,SME Loan,2020-03-25,45225.29,13306.27,673,672,30,8.28,Healthcare,East,0.065,0.195,0.5468,2,1418.79,10.6626,Fair (650-699),2020
LN0004396,2024-12-31,Credit Card,2023-11-21,11675.63,7909.01,692,671,30,18.35,N/A,North,0.075,0.225,0.7946,2,1414.01,17.8785,Fair (650-699),2023
LN0004501,2024-12-31,Personal Loan,2021-03-17,24392.22,6316.71,527,576,0,9.8,N/A,Central,0.12,0.36,0.619,2,1407.62,22.2841,Very Poor (<600),2021
LN0003998,2024-12-31,Personal Loan,2023-04-17,21321.65,13572.47,648,647,0,9.5,N/A,North,0.06,0.18,0.5759,2,1406.95,10.3662,Poor (600-649),2023
LN0000869,2024-12-31,Credit Card,2023-05-17,7537.16,4763.48,590,555,0,18.59,N/A,South,0.15,0.45,0.6547,2,1403.39,29.4614,Very Poor (<600),2023
LN0004690,2024-12-31,SME Loan,2021-06-16,30425.49,8669.72,576,595,0,8.79,Retail,North,0.13,0.39,0.4147,2,1402.18,16.1733,Very Poor (<600),2021
LN0001364,2024-12-31,Auto Loan,2021-02-18,30747.04,8709.32,550,533,30,7.69,N/A,Central,0.18,0.54,0.297,2,1396.8,16.038,Very Poor (<600),2021
LN0004410,2024-12-31,Personal Loan,2023-06-08,19340.33,13053.33,651,661,30,9.63,N/A,North,0.06,0.18,0.593,2,1393.31,10.674,Fair (650-699),2023
LN0000229,2024-12-31,Credit Card,2023-02-07,8386.65,4566.96,583,559,0,19.07,N/A,North,0.15,0.45,0.6773,2,1391.94,30.4785,Very Poor (<600),2023
LN0001489,2024-12-31,Personal Loan,2023-06-04,10072.33,6070.86,645,664,60,9.59,N/A,North,0.12,0.36,0.633,2,1383.43,22.788,Fair (650-699),2023
LN0004949,2024-12-31,Credit Card,2023-05-16,8011.49,4819.92,591,592,0,18.92,N/A,North,0.15,0.45,0.6347,2,1376.64,28.5615,Very Poor (<600),2023
LN0003841,2024-12-31,Personal Loan,2023-07-23,9529.54,6080.77,481,477,0,10.81,N/A,South,0.12,0.36,0.6276,2,1373.86,22.5935,Very Poor (<600),2023
LN0003846,2024-12-31,Auto Loan,2023-01-08,24086.51,13343.49,683,688,60,6.45,N/A,East,0.09,0.27,0.3782,2,1362.56,10.2114,Fair (650-699),2023
LN0001317,2024-12-31,Personal Loan,2022-05-11,12047.05,5408.51,521,493,0,10.29,N/A,South,0.12,0.36,0.6994,2,1361.78,25.1785,Very Poor (<600),2022
LN0000680,2024-12-31,Credit Card,2023-02-11,7201.95,3902.53,580,585,0,19.26,N/A,South,0.15,0.45,0.7748,2,1360.66,34.8661,Very Poor (<600),2023
LN0004409,2024-12-31,Personal Loan,2020-12-27,9336.0,2764.96,514,523,30,10.48,N/A,South,0.24,0.72,0.6822,2,1358.1,49.1183,Very Poor (<600),2020
LN0000615,2024-12-31,Credit Card,2023-06-22,3531.53,2238.48,588,589,120,18.86,N/A,South,1.0,1.0,0.6033,3,1350.47,60.3298,Very Poor (<600),2023
LN0003309,2024-12-31,Personal Loan,2021-01-25,27351.56,7254.9,636,580,0,9.66,N/A,South,0.12,0.36,0.5141,2,1342.71,18.5076,Very Poor (<600),2021
LN0003876,2024-12-31,Personal Loan,2022-02-14,19282.65,7284.21,604,557,0,9.99,N/A,Central,0.12,0.36,0.5108,2,1339.48,18.3888,Very Poor (<600),2022
LN0000426,2024-12-31,Personal Loan,2023-12-14,14735.52,11467.2,636,624,0,9.64,N/A,West,0.06,0.18,0.6477,2,1336.91,11.6586,Poor (600-649),2023
LN0000151,2024-12-31,Credit Card,2023-04-19,7816.92,4547.2,495,514,0,18.8,N/A,Central,0.15,0.45,0.6533,2,1336.81,29.3985,Very Poor (<600),2023
LN0004566,2024-12-31,Credit Card,2022-01-20,4666.69,1763.17,568,544,60,19.31,N/A,North,0.6,1.0,0.7579,2,1336.31,75.7902,Very Poor (<600),2022
LN0002306,2024-12-31,Personal Loan,2021-04-12,22813.42,6794.88,646,645,30,9.37,N/A,North,0.12,0.36,0.541,2,1323.37,19.476,Poor (600-649),2021
LN0004003,2024-12-31,Auto Loan,2023-10-24,48270.26,32660.65,805,754,180,6.42,N/A,South,0.036,0.108,0.3743,3,1320.29,4.0424,Excellent (750+),2023
LN0001812,2024-12-31,Auto Loan,2021-02-01,48223.61,12926.25,615,575,0,6.97,N/A,North,0.09,0.27,0.3772,2,1316.46,10.1844,Very Poor (<600),2021
LN0000217,2024-12-31,Mortgage,2020-06-29,331445.11,86655.98,832,827,180,4.22,N/A,North,0.028,0.084,0.1799,3,1309.51,1.5112,Excellent (750+),2020
LN0004222,2024-12-31,Auto Loan,2022-02-25,34017.85,12218.05,573,577,0,7.65,N/A,North,0.09,0.27,0.3965,2,1308.0,10.7055,Very Poor (<600),2022
LN0001678,2024-12-31,Personal Loan,2023-03-13,10285.18,5884.73,521,513,0,10.25,N/A,North,0.12,0.36,0.6165,2,1306.06,22.1941,Very Poor (<600),2023
LN0002437,2024-12-31,Personal Loan,2020-10-02,20110.16,5392.65,572,536,0,10.05,N/A,West,0.12,0.36,0.6714,2,1303.43,24.1705,Very Poor (<600),2020
LN0004599,2024-12-31,Personal Loan,2023-03-10,9073.04,5193.27,549,565,0,9.56,N/A,East,0.12,0.36,0.6967,2,1302.53,25.0811,Very Poor (<600),2023
LN0000997,2024-12-31,Credit Card,2022-07-15,4413.59,1974.33,609,631,120,18.45,N/A,East,0.6,1.0,0.6597,3,1302.47,65.9702,Poor (600-649),2022
LN0000224,2024-12-31,Personal Loan,2023-12-17,7829.54,6075.01,628,580,0,10.09,N/A,North,0.12,0.36,0.5953,2,1301.92,21.4307,Very Poor (<600),2023
LN0000826,2024-12-31,Credit Card,2021-02-03,16357.12,4356.49,557,557,0,18.83,N/A,East,0.15,0.45,0.6634,2,1300.54,29.8529,Very Poor (<600),2021
LN0002931,2024-12-31,Personal Loan,2020-01-19,24568.87,6973.46,613,591,0,9.96,N/A,West,0.12,0.36,0.5172,2,1298.4,18.6192,Very Poor (<600),2020
LN0003923,2024-12-31,Auto Loan,2021-01-17,46810.18,12557.84,578,580,0,6.96,N/A,South,0.09,0.27,0.3826,2,1297.25,10.3302,Very Poor (<600),2021
LN0001826,2024-12-31,Personal Loan,2021-03-27,18973.03,5274.79,608,599,0,9.68,N/A,West,0.12,0.36,0.6824,2,1295.83,24.5665,Very Poor (<600),2021
LN0002984,2024-12-31,Credit Card,2023-10-22,5621.69,3793.0,534,543,0,18.82,N/A,West,0.15,0.45,0.758,2,1293.79,34.1099,Very Poor (<600),2023
LN0000213,2024-12-31,Auto Loan,2022-05-23,29245.57,12024.8,604,597,0,7.43,N/A,East,0.09,0.27,0.396,2,1285.69,10.692,Very Poor (<600),2022
LN0004039,2024-12-31,Auto Loan,2022-06-15,38391.17,16032.06,760,741,180,6.03,N/A,East,0.072,0.216,0.3704,3,1282.67,8.0007,Good (700-749),2022
LN0004375,2024-12-31,Personal Loan,2022-08-04,6576.64,3073.45,573,552,30,10.29,N/A,North,0.24,0.72,0.5782,2,1279.49,41.6304,Very Poor (<600),2022
LN0003281,2024-12-31,Personal Loan,2022-10-17,9976.84,5101.24,568,573,0,10.4,N/A,North,0.12,0.36,0.6956,2,1277.43,25.0416,Very Poor (<600),2022
LN0001461,2024-12-31,Personal Loan,2021-06-18,19469.57,5245.42,530,546,0,10.09,N/A,North,0.12,0.36,0.6699,2,1265.01,24.1165,Very Poor (<600),2021
LN0004474,2024-12-31,Personal Loan,2020-09-15,39474.15,10526.66,663,638,0,9.56,N/A,West,0.06,0.18,0.6657,2,1261.37,11.9826,Poor (600-649),2020
LN0002199,2024-12-31,Personal Loan,2020-03-26,37903.21,10793.43,696,642,0,8.93,N/A,North,0.06,0.18,0.6441,2,1251.37,11.5938,Poor (600-649),2020
LN0004372,2024-12-31,Personal Loan,2023-10-08,8904.91,6014.47,596,564,0,10.05,N/A,West,0.12,0.36,0.5776,2,1250.62,20.7935,Very Poor (<600),2023
LN0001771,2024-12-31,Personal Loan,2020-12-01,24449.93,6678.13,573,570,0,9.93,N/A,North,0.12,0.36,0.5168,2,1242.45,18.6048,Very Poor (<600),2020
LN0002919,2024-12-31,Personal Loan,2021-01-21,22343.6,5824.93,632,593,0,9.93,N/A,East,0.12,0.36,0.5906,2,1238.47,21.2615,Very Poor (<600),2021
LN0002117,2024-12-31,Personal Loan,2020-08-14,17997.37,5294.17,558,526,0,9.92,N/A,North,0.12,0.36,0.6472,2,1233.5,23.2992,Very Poor (<600),2020
LN0004772,2024-12-31,Personal Loan,2021-02-11,21970.57,5660.34,575,589,0,9.54,N/A,West,0.12,0.36,0.604,2,1230.78,21.7439,Very Poor (<600),2021
LN0001610,2024-12-31,Personal Loan,2022-04-24,24747.69,10222.14,669,625,0,9.18,N/A,East,0.06,0.18,0.6592,2,1212.92,11.8656,Poor (600-649),2022
LN0000137,2024-12-31,Personal Loan,2023-12-08,7936.65,5691.06,602,584,0,10.15,N/A,North,0.12,0.36,0.5914,2,1211.65,21.2904,Very Poor (<600),2023
LN0004647,2024-12-31,Auto Loan,2021-10-21,36426.24,11180.98,611,636,30,6.78,N/A,East,0.09,0.27,0.3978,2,1200.9,10.7406,Poor (600-649),2021
LN0001168,2024-12-31,Personal Loan,2020-03-05,18486.44,5310.66,569,594,0,9.94,N/A,East,0.12,0.36,0.6248,2,1194.52,22.4929,Very Poor (<600),2020
LN0002489,2024-12-31,Personal Loan,2021-01-25,25925.91,7658.51,649,715,180,9.77,N/A,East,0.096,0.288,0.5415,3,1194.36,15.5952,Good (700-749),2021
LN0002353,2024-12-31,Auto Loan,2020-11-28,40522.36,11174.8,575,623,30,7.87,N/A,Central,0.09,0.27,0.394,2,1188.78,10.638,Poor (600-649),2020
LN0004661,2024-12-31,Personal Loan,2022-04-04,11340.19,4976.47,587,548,0,9.79,N/A,South,0.12,0.36,0.6631,2,1187.96,23.8715,Very Poor (<600),2022
LN0002453,2024-12-31,Personal Loan,2022-11-02,9259.44,4721.54,653,570,0,9.43,N/A,North,0.12,0.36,0.6987,2,1187.62,25.1532,Very Poor (<600),2022
LN0001928,2024-12-31,Personal Loan,2022-02-12,12087.31,4940.51,551,590,0,10.43,N/A,West,0.12,0.36,0.6674,2,1187.03,24.0265,Very Poor (<600),2022
LN0003187,2024-12-31,Personal Loan,2022-06-13,11026.49,4938.99,508,562,0,9.93,N/A,Central,0.12,0.36,0.665,2,1182.39,23.9399,Very Poor (<600),2022
LN0000839,2024-12-31,Personal Loan,2021-12-28,12786.38,4694.94,562,529,0,9.56,N/A,South,0.12,0.36,0.6989,2,1181.27,25.1605,Very Poor (<600),2021
LN0002283,2024-12-31,Personal Loan,2020-04-04,18402.05,5046.09,582,565,0,9.79,N/A,South,0.12,0.36,0.6463,2,1174.06,23.2667,Very Poor (<600),2020
LN0001126,2024-12-31,Personal Loan,2022-02-04,12006.29,4788.99,635,619,30,9.27,N/A,North,0.12,0.36,0.6782,2,1169.24,24.4152,Poor (600-649),2022
LN0004192,2024-12-31,Credit Card,2022-09-21,8037.46,4255.22,660,693,60,18.77,N/A,Central,0.15,0.45,0.6076,2,1163.46,27.3419,Fair (650-699),2022
LN0004363,2024-12-31,Auto Loan,2021-02-17,27594.47,7708.75,561,576,30,7.13,N/A,South,0.18,0.54,0.2791,2,1161.82,15.0714,Very Poor (<600),2021
LN0004867,2024-12-31,Personal Loan,2022-03-04,27054.44,10916.86,655,639,0,9.92,N/A,North,0.06,0.18,0.5907,2,1160.75,10.6326,Poor (600-649),2022
LN0001733,2024-12-31,Personal Loan,2023-05-18,9605.06,6196.15,519,489,0,9.73,N/A,North,0.12,0.36,0.5176,2,1154.57,18.6337,Very Poor (<600),2023
LN0000566,2024-12-31,Personal Loan,2023-04-06,8585.09,5079.3,642,596,0,9.09,N/A,East,0.12,0.36,0.6288,2,1149.79,22.6368,Very Poor (<600),2023
LN0001501,2024-12-31,Personal Loan,2021-10-09,18665.74,5654.3,627,571,0,9.5,N/A,South,0.12,0.36,0.5588,2,1137.46,20.1167,Very Poor (<600),2021
LN0002981,2024-12-31,Personal Loan,2022-04-19,12479.56,5534.51,461,411,0,10.71,N/A,North,0.12,0.36,0.5698,2,1135.28,20.5127,Very Poor (<600),2022
LN0003829,2024-12-31,Credit Card,2020-01-19,5338.74,1505.23,598,584,90,18.55,N/A,West,0.6,1.0,0.7527,2,1132.99,75.2702,Very Poor (<600),2020
LN0003921,2024-12-31,Credit Card,2023-12-09,6192.39,4165.83,531,579,0,19.33,N/A,West,0.15,0.45,0.6036,2,1131.52,27.1619,Very Poor (<600),2023
LN0001932,2024-12-31,Personal Loan,2022-04-12,20659.01,9142.58,591,600,0,9.43,N/A,West,0.06,0.18,0.6874,2,1131.23,12.3732,Very Poor (<600),2022
LN0001641,2024-12-31,Personal Loan,2022-11-25,12136.29,6277.94,727,698,60,8.75,N/A,East,0.12,0.36,0.5005,2,1131.16,18.018,Fair (650-699),2022
LN0001052,2024-12-31,Personal Loan,2020-04-15,18250.04,5066.72,655,589,0,9.88,N/A,Central,0.12,0.36,0.617,2,1125.42,22.212,Very Poor (<600),2020
LN0004512,2024-12-31,Personal Loan,2020-03-13,38807.81,11021.56,618,614,0,9.93,N/A,North,0.06,0.18,0.5663,2,1123.47,10.1934,Poor (600-649),2020
LN0003778,2024-12-31,Personal Loan,2023-05-10,8043.23,4691.55,589,614,30,10.0,N/A,East,0.12,0.36,0.6641,2,1121.64,23.9077,Poor (600-649),2023
LN0003278,2024-12-31,Personal Loan,2022-04-02,11606.21,4603.87,603,583,0,9.56,N/A,West,0.12,0.36,0.6764,2,1121.06,24.3504,Very Poor (<600),2022
LN0000628,2024-12-31,Auto Loan,2023-05-30,13648.57,7886.88,600,629,90,6.97,N/A,East,0.18,0.54,0.263,2,1120.09,14.2019,Poor (600-649),2023
LN0002249,2024-12-31,Personal Loan,2021-01-21,19460.19,5609.75,504,535,0,10.01,N/A,East,0.12,0.36,0.5524,2,1115.58,19.8864,Very Poor (<600),2021
LN0003643,2024-12-31,Personal Loan,2022-12-14,18209.48,9742.51,654,610,0,9.39,N/A,South,0.06,0.18,0.6316,2,1107.61,11.3688,Poor (600-649),2022
LN0003576,2024-12-31,Personal Loan,2020-11-14,22855.75,5880.31,497,454,0,9.87,N/A,West,0.12,0.36,0.5224,2,1105.87,18.8063,Very Poor (<600),2020
LN0000734,2024-12-31,Personal Loan,2021-01-16,11513.46,3046.66,662,683,180,9.3,N/A,North,0.24,0.72,0.5025,3,1102.28,36.1799,Fair (650-699),2021
LN0001464,2024-12-31,Auto Loan,2020-04-25,23777.15,6967.09,577,529,30,7.6,N/A,North,0.18,0.54,0.2913,2,1095.94,15.7302,Very Poor (<600),2020
LN0003516,2024-12-31,Credit Card,2022-12-10,5470.12,3115.28,638,637,30,18.97,N/A,West,0.15,0.45,0.7794,2,1092.62,35.0729,Poor (600-649),2022
LN0000554,2024-12-31,Personal Loan,2021-11-13,7345.48,2614.13,612,569,30,10.0,N/A,West,0.24,0.72,0.5785,2,1088.84,41.6521,Very Poor (<600),2021
LN0003740,2024-12-31,Personal Loan,2021-11-09,18108.73,6074.36,684,705,120,8.97,N/A,Central,0.096,0.288,0.62,3,1084.64,17.856,Good (700-749),2021
LN0003198,2024-12-31,Credit Card,2023-03-21,6147.79,3789.92,604,573,0,19.12,N/A,North,0.15,0.45,0.6307,2,1075.64,28.3816,Very Poor (<600),2023
LN0000934,2024-12-31,Personal Loan,2020-06-16,16922.26,4363.91,696,696,60,9.41,N/A,North,0.12,0.36,0.6833,2,1073.47,24.5988,Fair (650-699),2020
LN0001192,2024-12-31,Personal Loan,2020-05-18,16256.42,4654.81,616,594,0,10.04,N/A,Central,0.12,0.36,0.6405,2,1073.31,23.0581,Very Poor (<600),2020
LN0004950,2024-12-31,Credit Card,2020-02-25,5376.79,1521.75,553,566,30,18.96,N/A,North,0.3,0.9,0.7812,2,1069.91,70.3079,Very Poor (<600),2020
LN0002694,2024-12-31,Personal Loan,2022-01-03,14680.68,5626.54,641,618,30,9.1,N/A,East,0.12,0.36,0.5255,2,1064.43,18.918,Poor (600-649),2022
LN0003775,2024-12-31,Auto Loan,2021-09-19,17914.17,5375.86,621,592,30,6.84,N/A,South,0.18,0.54,0.366,2,1062.48,19.7639,Very Poor (<600),2021
